"Notes"	"Year"	"Year Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate
	"2012"	"2012"	"Non-Injury: Meningococcal infection"	"GR113-009"	15	101144926	Unreliable
	"2012"	"2012"	"Non-Injury: Septicemia"	"GR113-010"	234	101144926	0.2
	"2012"	"2012"	"Non-Injury: Arthropod-borne viral encephalitis"	"GR113-013"	1	101144926	Unreliable
	"2012"	"2012"	"Non-Injury: Viral hepatitis"	"GR113-015"	4	101144926	Unreliable
	"2012"	"2012"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	121	101144926	0.1
	"2012"	"2012"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	216	101144926	0.2
	"2012"	"2012"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	2878	101144926	2.8
	"2012"	"2012"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	224	101144926	0.2
	"2012"	"2012"	"Non-Injury: Anemias"	"GR113-045"	132	101144926	0.1
	"2012"	"2012"	"Non-Injury: Diabetes mellitus"	"GR113-046"	236	101144926	0.2
	"2012"	"2012"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	5	101144926	Unreliable
	"2012"	"2012"	"Non-Injury: Meningitis"	"GR113-050"	37	101144926	0.0
	"2012"	"2012"	"Non-Injury: Parkinsons disease"	"GR113-051"	1	101144926	Unreliable
	"2012"	"2012"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	1285	101144926	1.3
	"2012"	"2012"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	18	101144926	Unreliable
	"2012"	"2012"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	324	101144926	0.3
	"2012"	"2012"	"Non-Injury: Atherosclerosis"	"GR113-071"	2	101144926	Unreliable
	"2012"	"2012"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	58	101144926	0.1
	"2012"	"2012"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	54	101144926	0.1
	"2012"	"2012"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	325	101144926	0.3
	"2012"	"2012"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	28	101144926	0.0
	"2012"	"2012"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	313	101144926	0.3
	"2012"	"2012"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	54	101144926	0.1
	"2012"	"2012"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	268	101144926	0.3
	"2012"	"2012"	"Non-Injury: Peptic ulcer"	"GR113-090"	7	101144926	Unreliable
	"2012"	"2012"	"Non-Injury: Diseases of appendix"	"GR113-091"	14	101144926	Unreliable
	"2012"	"2012"	"Non-Injury: Hernia"	"GR113-092"	14	101144926	Unreliable
	"2012"	"2012"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	34	101144926	0.0
	"2012"	"2012"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	8	101144926	Unreliable
	"2012"	"2012"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	87	101144926	0.1
	"2012"	"2012"	"Non-Injury: Infections of kidney"	"GR113-102"	2	101144926	Unreliable
	"2012"	"2012"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	1	101144926	Unreliable
	"2012"	"2012"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	5	101144926	Unreliable
	"2012"	"2012"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	165	101144926	0.2
	"2012"	"2012"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	90	101144926	0.1
	"2012"	"2012"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	1251	101144926	1.2
	"2012"	"2012"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	912	101144926	0.9
	"2012"	"2012"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	3101	101144926	3.1
	"2012"	"2012"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	62	101144926	0.1
"Total"	"2012"	"2012"			38600	101144926	38.2
	"2013"	"2013"	"Cut/Pierce"	"GRINJ-001"	409	101101742	0.4
	"2013"	"2013"	"Drowning"	"GRINJ-002"	1205	101101742	1.2
	"2013"	"2013"	"Fall"	"GRINJ-003"	412	101101742	0.4
	"2013"	"2013"	"Fire/Flame"	"GRINJ-004"	456	101101742	0.5
	"2013"	"2013"	"Hot object/Substance"	"GRINJ-005"	3	101101742	Unreliable
	"2013"	"2013"	"Firearm"	"GRINJ-006"	6575	101101742	6.5
	"2013"	"2013"	"Machinery"	"GRINJ-007"	46	101101742	0.0
	"2013"	"2013"	"Motor Vehicle Traffic"	"GRINJ-008"	7593	101101742	7.5
	"2013"	"2013"	"Other Pedal cyclist"	"GRINJ-009"	43	101101742	0.0
	"2013"	"2013"	"Other Pedestrian"	"GRINJ-010"	247	101101742	0.2
	"2013"	"2013"	"Other land transport"	"GRINJ-011"	329	101101742	0.3
	"2013"	"2013"	"Other transport"	"GRINJ-012"	124	101101742	0.1
	"2013"	"2013"	"Natural/Environmental"	"GRINJ-013"	118	101101742	0.1
	"2013"	"2013"	"Overexertion"	"GRINJ-014"	1	101101742	Unreliable
	"2013"	"2013"	"Poisoning"	"GRINJ-015"	4056	101101742	4.0
	"2013"	"2013"	"Struck by or against"	"GRINJ-016"	126	101101742	0.1
	"2013"	"2013"	"Suffocation"	"GRINJ-017"	2587	101101742	2.6
	"2013"	"2013"	"Other specified, classifiable Injury"	"GRINJ-018"	315	101101742	0.3
	"2013"	"2013"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	167	101101742	0.2
	"2013"	"2013"	"Unspecified Injury"	"GRINJ-020"	468	101101742	0.5
	"2013"	"2013"	"Non-Injury: Intestinal infections"	"GR113 001-003"	46	101101742	0.0
	"2013"	"2013"	"Non-Injury: Tuberculosis"	"GR113 005-006"	10	101101742	Unreliable
	"2013"	"2013"	"Non-Injury: Meningococcal infection"	"GR113-009"	15	101101742	Unreliable
	"2013"	"2013"	"Non-Injury: Septicemia"	"GR113-010"	246	101101742	0.2
	"2013"	"2013"	"Non-Injury: Arthropod-borne viral encephalitis"	"GR113-013"	1	101101742	Unreliable
	"2013"	"2013"	"Non-Injury: Viral hepatitis"	"GR113-015"	8	101101742	Unreliable
	"2013"	"2013"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	111	101101742	0.1
	"2013"	"2013"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	202	101101742	0.2
	"2013"	"2013"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	2719	101101742	2.7
	"2013"	"2013"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	192	101101742	0.2
	"2013"	"2013"	"Non-Injury: Anemias"	"GR113-045"	130	101101742	0.1
	"2013"	"2013"	"Non-Injury: Diabetes mellitus"	"GR113-046"	221	101101742	0.2
	"2013"	"2013"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	13	101101742	Unreliable
	"2013"	"2013"	"Non-Injury: Meningitis"	"GR113-050"	55	101101742	0.1
	"2013"	"2013"	"Non-Injury: Parkinsons disease"	"GR113-051"	3	101101742	Unreliable
	"2013"	"2013"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	1283	101101742	1.3
	"2013"	"2013"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	25	101101742	0.0
	"2013"	"2013"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	280	101101742	0.3
	"2013"	"2013"	"Non-Injury: Atherosclerosis"	"GR113-071"	1	101101742	Unreliable
	"2013"	"2013"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	64	101101742	0.1
	"2013"	"2013"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	54	101101742	0.1
	"2013"	"2013"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	427	101101742	0.4
	"2013"	"2013"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	14	101101742	Unreliable
	"2013"	"2013"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	374	101101742	0.4
	"2013"	"2013"	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	2	101101742	Unreliable
	"2013"	"2013"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	48	101101742	0.0
	"2013"	"2013"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	300	101101742	0.3
	"2013"	"2013"	"Non-Injury: Peptic ulcer"	"GR113-090"	7	101101742	Unreliable
	"2013"	"2013"	"Non-Injury: Diseases of appendix"	"GR113-091"	17	101101742	Unreliable
	"2013"	"2013"	"Non-Injury: Hernia"	"GR113-092"	10	101101742	Unreliable
	"2013"	"2013"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	35	101101742	0.0
	"2013"	"2013"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	4	101101742	Unreliable
	"2013"	"2013"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	80	101101742	0.1
	"2013"	"2013"	"Non-Injury: Infections of kidney"	"GR113-102"	2	101101742	Unreliable
	"2013"	"2013"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	1	101101742	Unreliable
	"2013"	"2013"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	7	101101742	Unreliable
	"2013"	"2013"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	171	101101742	0.2
	"2013"	"2013"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	101	101101742	0.1
	"2013"	"2013"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	1178	101101742	1.2
	"2013"	"2013"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	951	101101742	0.9
	"2013"	"2013"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	3128	101101742	3.1
	"2013"	"2013"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	78	101101742	0.1
"Total"	"2013"	"2013"			37894	101101742	37.5
	"2014"	"2014"	"Cut/Pierce"	"GRINJ-001"	397	101099426	0.4
	"2014"	"2014"	"Drowning"	"GRINJ-002"	1210	101099426	1.2
	"2014"	"2014"	"Fall"	"GRINJ-003"	403	101099426	0.4
	"2014"	"2014"	"Fire/Flame"	"GRINJ-004"	406	101099426	0.4
	"2014"	"2014"	"Hot object/Substance"	"GRINJ-005"	5	101099426	Unreliable
	"2014"	"2014"	"Firearm"	"GRINJ-006"	6592	101099426	6.5
	"2014"	"2014"	"Machinery"	"GRINJ-007"	69	101099426	0.1
	"2014"	"2014"	"Motor Vehicle Traffic"	"GRINJ-008"	7553	101099426	7.5
	"2014"	"2014"	"Other Pedal cyclist"	"GRINJ-009"	21	101099426	0.0
	"2014"	"2014"	"Other Pedestrian"	"GRINJ-010"	254	101099426	0.3
	"2014"	"2014"	"Other land transport"	"GRINJ-011"	315	101099426	0.3
	"2014"	"2014"	"Other transport"	"GRINJ-012"	117	101099426	0.1
	"2014"	"2014"	"Natural/Environmental"	"GRINJ-013"	126	101099426	0.1
	"2014"	"2014"	"Poisoning"	"GRINJ-015"	4212	101099426	4.2
	"2014"	"2014"	"Struck by or against"	"GRINJ-016"	122	101099426	0.1
	"2014"	"2014"	"Suffocation"	"GRINJ-017"	2662	101099426	2.6
	"2014"	"2014"	"Other specified, classifiable Injury"	"GRINJ-018"	340	101099426	0.3
	"2014"	"2014"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	152	101099426	0.2
	"2014"	"2014"	"Unspecified Injury"	"GRINJ-020"	461	101099426	0.5
	"2014"	"2014"	"Non-Injury: Intestinal infections"	"GR113 001-003"	58	101099426	0.1
	"2014"	"2014"	"Non-Injury: Tuberculosis"	"GR113 005-006"	4	101099426	Unreliable
	"2014"	"2014"	"Non-Injury: Whooping cough"	"GR113-007"	2	101099426	Unreliable
	"2014"	"2014"	"Non-Injury: Meningococcal infection"	"GR113-009"	12	101099426	Unreliable
	"2014"	"2014"	"Non-Injury: Septicemia"	"GR113-010"	242	101099426	0.2
	"2014"	"2014"	"Non-Injury: Syphilis"	"GR113-011"	1	101099426	Unreliable
	"2014"	"2014"	"Non-Injury: Viral hepatitis"	"GR113-015"	4	101099426	Unreliable
	"2014"	"2014"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	117	101099426	0.1
	"2014"	"2014"	"Non-Injury: Malaria"	"GR113-017"	1	101099426	Unreliable
	"2014"	"2014"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	213	101099426	0.2
	"2014"	"2014"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	2742	101099426	2.7
	"2014"	"2014"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	188	101099426	0.2
	"2014"	"2014"	"Non-Injury: Anemias"	"GR113-045"	134	101099426	0.1
	"2014"	"2014"	"Non-Injury: Diabetes mellitus"	"GR113-046"	211	101099426	0.2
	"2014"	"2014"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	17	101099426	Unreliable
	"2014"	"2014"	"Non-Injury: Meningitis"	"GR113-050"	46	101099426	0.0
	"2014"	"2014"	"Non-Injury: Parkinsons disease"	"GR113-051"	3	101099426	Unreliable
	"2014"	"2014"	"Non-Injury: Alzheimers disease"	"GR113-052"	1	101099426	Unreliable
	"2014"	"2014"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	1293	101099426	1.3
	"2014"	"2014"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	21	101099426	0.0
	"2014"	"2014"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	298	101099426	0.3
	"2014"	"2014"	"Non-Injury: Atherosclerosis"	"GR113-071"	4	101099426	Unreliable
	"2014"	"2014"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	57	101099426	0.1
	"2014"	"2014"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	55	101099426	0.1
	"2014"	"2014"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	406	101099426	0.4
	"2014"	"2014"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	26	101099426	0.0
	"2014"	"2014"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	370	101099426	0.4
	"2014"	"2014"	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	2	101099426	Unreliable
	"2014"	"2014"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	59	101099426	0.1
	"2014"	"2014"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	302	101099426	0.3
	"2014"	"2014"	"Non-Injury: Peptic ulcer"	"GR113-090"	8	101099426	Unreliable
	"2014"	"2014"	"Non-Injury: Diseases of appendix"	"GR113-091"	21	101099426	0.0
	"2014"	"2014"	"Non-Injury: Hernia"	"GR113-092"	9	101099426	Unreliable
	"2014"	"2014"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	30	101099426	0.0
	"2014"	"2014"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	6	101099426	Unreliable
	"2014"	"2014"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	93	101099426	0.1
	"2014"	"2014"	"Non-Injury: Infections of kidney"	"GR113-102"	6	101099426	Unreliable
	"2014"	"2014"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	3	101099426	Unreliable
	"2014"	"2014"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	162	101099426	0.2
	"2014"	"2014"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	84	101099426	0.1
	"2014"	"2014"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	1124	101099426	1.1
	"2014"	"2014"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	835	101099426	0.8
	"2014"	"2014"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	3120	101099426	3.1
	"2014"	"2014"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	64	101099426	0.1
"Total"	"2014"	"2014"			37871	101099426	37.5
	"2015"	"2015"	"Cut/Pierce"	"GRINJ-001"	371	100886965	0.4
	"2015"	"2015"	"Drowning"	"GRINJ-002"	1258	100886965	1.2
	"2015"	"2015"	"Fall"	"GRINJ-003"	474	100886965	0.5
	"2015"	"2015"	"Fire/Flame"	"GRINJ-004"	353	100886965	0.3
	"2015"	"2015"	"Hot object/Substance"	"GRINJ-005"	4	100886965	Unreliable
	"2015"	"2015"	"Firearm"	"GRINJ-006"	7317	100886965	7.3
	"2015"	"2015"	"Machinery"	"GRINJ-007"	40	100886965	0.0
	"2015"	"2015"	"Motor Vehicle Traffic"	"GRINJ-008"	7882	100886965	7.8
	"2015"	"2015"	"Other Pedal cyclist"	"GRINJ-009"	41	100886965	0.0
	"2015"	"2015"	"Other Pedestrian"	"GRINJ-010"	224	100886965	0.2
	"2015"	"2015"	"Other land transport"	"GRINJ-011"	372	100886965	0.4
	"2015"	"2015"	"Other transport"	"GRINJ-012"	107	100886965	0.1
	"2015"	"2015"	"Natural/Environmental"	"GRINJ-013"	100	100886965	0.1
	"2015"	"2015"	"Poisoning"	"GRINJ-015"	4739	100886965	4.7
	"2015"	"2015"	"Struck by or against"	"GRINJ-016"	114	100886965	0.1
	"2015"	"2015"	"Suffocation"	"GRINJ-017"	2780	100886965	2.8
	"2015"	"2015"	"Other specified, classifiable Injury"	"GRINJ-018"	324	100886965	0.3
	"2015"	"2015"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	158	100886965	0.2
	"2015"	"2015"	"Unspecified Injury"	"GRINJ-020"	564	100886965	0.6
	"2015"	"2015"	"Non-Injury: Intestinal infections"	"GR113 001-003"	57	100886965	0.1
	"2015"	"2015"	"Non-Injury: Tuberculosis"	"GR113 005-006"	5	100886965	Unreliable
	"2015"	"2015"	"Non-Injury: Meningococcal infection"	"GR113-009"	13	100886965	Unreliable
	"2015"	"2015"	"Non-Injury: Septicemia"	"GR113-010"	248	100886965	0.2
	"2015"	"2015"	"Non-Injury: Viral hepatitis"	"GR113-015"	5	100886965	Unreliable
	"2015"	"2015"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	103	100886965	0.1
	"2015"	"2015"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	235	100886965	0.2
	"2015"	"2015"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	2688	100886965	2.7
	"2015"	"2015"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	189	100886965	0.2
	"2015"	"2015"	"Non-Injury: Anemias"	"GR113-045"	142	100886965	0.1
	"2015"	"2015"	"Non-Injury: Diabetes mellitus"	"GR113-046"	224	100886965	0.2
	"2015"	"2015"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	15	100886965	Unreliable
	"2015"	"2015"	"Non-Injury: Meningitis"	"GR113-050"	42	100886965	0.0
	"2015"	"2015"	"Non-Injury: Parkinsons disease"	"GR113-051"	3	100886965	Unreliable
	"2015"	"2015"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	1354	100886965	1.3
	"2015"	"2015"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	19	100886965	Unreliable
	"2015"	"2015"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	292	100886965	0.3
	"2015"	"2015"	"Non-Injury: Atherosclerosis"	"GR113-071"	1	100886965	Unreliable
	"2015"	"2015"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	56	100886965	0.1
	"2015"	"2015"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	50	100886965	0.0
	"2015"	"2015"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	355	100886965	0.4
	"2015"	"2015"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	24	100886965	0.0
	"2015"	"2015"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	415	100886965	0.4
	"2015"	"2015"	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	2	100886965	Unreliable
	"2015"	"2015"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	59	100886965	0.1
	"2015"	"2015"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	285	100886965	0.3
	"2015"	"2015"	"Non-Injury: Peptic ulcer"	"GR113-090"	8	100886965	Unreliable
	"2015"	"2015"	"Non-Injury: Diseases of appendix"	"GR113-091"	18	100886965	Unreliable
	"2015"	"2015"	"Non-Injury: Hernia"	"GR113-092"	8	100886965	Unreliable
	"2015"	"2015"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	31	100886965	0.0
	"2015"	"2015"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	5	100886965	Unreliable
	"2015"	"2015"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	90	100886965	0.1
	"2015"	"2015"	"Non-Injury: Infections of kidney"	"GR113-102"	3	100886965	Unreliable
	"2015"	"2015"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	1	100886965	Unreliable
	"2015"	"2015"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	4	100886965	Unreliable
	"2015"	"2015"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	159	100886965	0.2
	"2015"	"2015"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	82	100886965	0.1
	"2015"	"2015"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	1158	100886965	1.1
	"2015"	"2015"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	919	100886965	0.9
	"2015"	"2015"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	3206	100886965	3.2
	"2015"	"2015"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	75	100886965	0.1
"Total"	"2015"	"2015"			39870	100886965	39.5
	"2016"	"2016"	"Cut/Pierce"	"GRINJ-001"	445	100515951	0.4
	"2016"	"2016"	"Drowning"	"GRINJ-002"	1346	100515951	1.3
	"2016"	"2016"	"Fall"	"GRINJ-003"	450	100515951	0.4
	"2016"	"2016"	"Fire/Flame"	"GRINJ-004"	411	100515951	0.4
	"2016"	"2016"	"Hot object/Substance"	"GRINJ-005"	10	100515951	Unreliable
	"2016"	"2016"	"Firearm"	"GRINJ-006"	7981	100515951	7.9
	"2016"	"2016"	"Machinery"	"GRINJ-007"	47	100515951	0.0
	"2016"	"2016"	"Motor Vehicle Traffic"	"GRINJ-008"	8210	100515951	8.2
	"2016"	"2016"	"Other Pedal cyclist"	"GRINJ-009"	33	100515951	0.0
	"2016"	"2016"	"Other Pedestrian"	"GRINJ-010"	221	100515951	0.2
	"2016"	"2016"	"Other land transport"	"GRINJ-011"	335	100515951	0.3
	"2016"	"2016"	"Other transport"	"GRINJ-012"	127	100515951	0.1
	"2016"	"2016"	"Natural/Environmental"	"GRINJ-013"	129	100515951	0.1
	"2016"	"2016"	"Overexertion"	"GRINJ-014"	1	100515951	Unreliable
	"2016"	"2016"	"Poisoning"	"GRINJ-015"	5879	100515951	5.8
	"2016"	"2016"	"Struck by or against"	"GRINJ-016"	108	100515951	0.1
	"2016"	"2016"	"Suffocation"	"GRINJ-017"	2799	100515951	2.8
	"2016"	"2016"	"Other specified, classifiable Injury"	"GRINJ-018"	325	100515951	0.3
	"2016"	"2016"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	154	100515951	0.2
	"2016"	"2016"	"Unspecified Injury"	"GRINJ-020"	444	100515951	0.4
	"2016"	"2016"	"Non-Injury: Intestinal infections"	"GR113 001-003"	47	100515951	0.0
	"2016"	"2016"	"Non-Injury: Tuberculosis"	"GR113 005-006"	4	100515951	Unreliable
	"2016"	"2016"	"Non-Injury: Scarlet fever and erysipelas"	"GR113-008"	1	100515951	Unreliable
	"2016"	"2016"	"Non-Injury: Meningococcal infection"	"GR113-009"	8	100515951	Unreliable
	"2016"	"2016"	"Non-Injury: Septicemia"	"GR113-010"	284	100515951	0.3
	"2016"	"2016"	"Non-Injury: Viral hepatitis"	"GR113-015"	3	100515951	Unreliable
	"2016"	"2016"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	69	100515951	0.1
	"2016"	"2016"	"Non-Injury: Malaria"	"GR113-017"	1	100515951	Unreliable
	"2016"	"2016"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	276	100515951	0.3
	"2016"	"2016"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	2688	100515951	2.7
	"2016"	"2016"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	178	100515951	0.2
	"2016"	"2016"	"Non-Injury: Anemias"	"GR113-045"	122	100515951	0.1
	"2016"	"2016"	"Non-Injury: Diabetes mellitus"	"GR113-046"	245	100515951	0.2
	"2016"	"2016"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	14	100515951	Unreliable
	"2016"	"2016"	"Non-Injury: Meningitis"	"GR113-050"	40	100515951	0.0
	"2016"	"2016"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	1255	100515951	1.2
	"2016"	"2016"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	23	100515951	0.0
	"2016"	"2016"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	291	100515951	0.3
	"2016"	"2016"	"Non-Injury: Atherosclerosis"	"GR113-071"	2	100515951	Unreliable
	"2016"	"2016"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	56	100515951	0.1
	"2016"	"2016"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	64	100515951	0.1
	"2016"	"2016"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	379	100515951	0.4
	"2016"	"2016"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	22	100515951	0.0
	"2016"	"2016"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	400	100515951	0.4
	"2016"	"2016"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	51	100515951	0.1
	"2016"	"2016"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	289	100515951	0.3
	"2016"	"2016"	"Non-Injury: Peptic ulcer"	"GR113-090"	5	100515951	Unreliable
	"2016"	"2016"	"Non-Injury: Diseases of appendix"	"GR113-091"	18	100515951	Unreliable
	"2016"	"2016"	"Non-Injury: Hernia"	"GR113-092"	7	100515951	Unreliable
	"2016"	"2016"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	45	100515951	0.0
	"2016"	"2016"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	12	100515951	Unreliable
	"2016"	"2016"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	86	100515951	0.1
	"2016"	"2016"	"Non-Injury: Infections of kidney"	"GR113-102"	4	100515951	Unreliable
