"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Meningitis"	"GR113-050"	10	41109506	Unreliable
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	210	41109506	0.5
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	84	41109506	0.2
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	6	41109506	Unreliable
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	3	41109506	Unreliable
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	83	41109506	0.2
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	6	41109506	Unreliable
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	173	41109506	0.4
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	2	41109506	Unreliable
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	6	41109506	Unreliable
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	67	41109506	0.2
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Peptic ulcer"	"GR113-090"	4	41109506	Unreliable
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Diseases of appendix"	"GR113-091"	7	41109506	Unreliable
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Hernia"	"GR113-092"	2	41109506	Unreliable
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	1	41109506	Unreliable
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	17	41109506	Unreliable
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	2	41109506	Unreliable
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	21	41109506	0.1
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	337	41109506	0.8
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	115	41109506	0.3
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	808	41109506	2.0
	"2015"	"2015"	"5-14 years"	"5-14"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	17	41109506	Unreliable
"Total"	"2015"	"2015"	"5-14 years"	"5-14"			5411	41109506	13.2
	"2015"	"2015"	"15-24 years"	"15-24"	"Cut/Pierce"	"GRINJ-001"	345	43848216	0.8
	"2015"	"2015"	"15-24 years"	"15-24"	"Drowning"	"GRINJ-002"	619	43848216	1.4
	"2015"	"2015"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	414	43848216	0.9
	"2015"	"2015"	"15-24 years"	"15-24"	"Fire/Flame"	"GRINJ-004"	110	43848216	0.3
	"2015"	"2015"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	6883	43848216	15.7
	"2015"	"2015"	"15-24 years"	"15-24"	"Machinery"	"GRINJ-007"	23	43848216	0.1
	"2015"	"2015"	"15-24 years"	"15-24"	"Motor Vehicle Traffic"	"GRINJ-008"	6787	43848216	15.5
	"2015"	"2015"	"15-24 years"	"15-24"	"Other Pedal cyclist"	"GRINJ-009"	26	43848216	0.1
	"2015"	"2015"	"15-24 years"	"15-24"	"Other Pedestrian"	"GRINJ-010"	118	43848216	0.3
	"2015"	"2015"	"15-24 years"	"15-24"	"Other land transport"	"GRINJ-011"	261	43848216	0.6
	"2015"	"2015"	"15-24 years"	"15-24"	"Other transport"	"GRINJ-012"	77	43848216	0.2
	"2015"	"2015"	"15-24 years"	"15-24"	"Natural/Environmental"	"GRINJ-013"	45	43848216	0.1
	"2015"	"2015"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	4579	43848216	10.4
	"2015"	"2015"	"15-24 years"	"15-24"	"Struck by or against"	"GRINJ-016"	59	43848216	0.1
	"2015"	"2015"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	2289	43848216	5.2
	"2015"	"2015"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	218	43848216	0.5
	"2015"	"2015"	"15-24 years"	"15-24"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	109	43848216	0.2
	"2015"	"2015"	"15-24 years"	"15-24"	"Unspecified Injury"	"GRINJ-020"	309	43848216	0.7
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Intestinal infections"	"GR113 001-003"	21	43848216	0.0
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Tuberculosis"	"GR113 005-006"	4	43848216	Unreliable
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Meningococcal infection"	"GR113-009"	5	43848216	Unreliable
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Septicemia"	"GR113-010"	130	43848216	0.3
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Viral hepatitis"	"GR113-015"	4	43848216	Unreliable
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	100	43848216	0.2
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	81	43848216	0.2
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	1469	43848216	3.4
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	83	43848216	0.2
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Anemias"	"GR113-045"	84	43848216	0.2
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Diabetes mellitus"	"GR113-046"	196	43848216	0.4
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	10	43848216	Unreliable
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Meningitis"	"GR113-050"	16	43848216	Unreliable
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Parkinsons disease"	"GR113-051"	3	43848216	Unreliable
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	997	43848216	2.3
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	15	43848216	Unreliable
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	166	43848216	0.4
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Atherosclerosis"	"GR113-071"	1	43848216	Unreliable
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	47	43848216	0.1
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	45	43848216	0.1
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	184	43848216	0.4
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	202	43848216	0.5
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	43	43848216	0.1
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	132	43848216	0.3
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Peptic ulcer"	"GR113-090"	4	43848216	Unreliable
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Diseases of appendix"	"GR113-091"	9	43848216	Unreliable
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Hernia"	"GR113-092"	3	43848216	Unreliable
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	28	43848216	0.1
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	5	43848216	Unreliable
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	57	43848216	0.1
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Infections of kidney"	"GR113-102"	1	43848216	Unreliable
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	1	43848216	Unreliable
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	4	43848216	Unreliable
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	157	43848216	0.4
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	11	43848216	Unreliable
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	386	43848216	0.9
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	552	43848216	1.3
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	1927	43848216	4.4
	"2015"	"2015"	"15-24 years"	"15-24"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	40	43848216	0.1
"Total"	"2015"	"2015"	"15-24 years"	"15-24"			30494	43848216	69.5
"Total"	"2015"	"2015"					39870	100886965	39.5
	"2016"	"2016"	"1-4 years"	"1-4"	"Cut/Pierce"	"GRINJ-001"	15	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Drowning"	"GRINJ-002"	448	15956892	2.8
	"2016"	"2016"	"1-4 years"	"1-4"	"Fall"	"GRINJ-003"	19	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Fire/Flame"	"GRINJ-004"	123	15956892	0.8
	"2016"	"2016"	"1-4 years"	"1-4"	"Hot object/Substance"	"GRINJ-005"	10	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Firearm"	"GRINJ-006"	101	15956892	0.6
	"2016"	"2016"	"1-4 years"	"1-4"	"Machinery"	"GRINJ-007"	12	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Motor Vehicle Traffic"	"GRINJ-008"	334	15956892	2.1
	"2016"	"2016"	"1-4 years"	"1-4"	"Other Pedal cyclist"	"GRINJ-009"	1	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Other Pedestrian"	"GRINJ-010"	82	15956892	0.5
	"2016"	"2016"	"1-4 years"	"1-4"	"Other land transport"	"GRINJ-011"	12	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Other transport"	"GRINJ-012"	3	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Natural/Environmental"	"GRINJ-013"	33	15956892	0.2
	"2016"	"2016"	"1-4 years"	"1-4"	"Poisoning"	"GRINJ-015"	67	15956892	0.4
	"2016"	"2016"	"1-4 years"	"1-4"	"Struck by or against"	"GRINJ-016"	27	15956892	0.2
	"2016"	"2016"	"1-4 years"	"1-4"	"Suffocation"	"GRINJ-017"	144	15956892	0.9
	"2016"	"2016"	"1-4 years"	"1-4"	"Other specified, classifiable Injury"	"GRINJ-018"	74	15956892	0.5
	"2016"	"2016"	"1-4 years"	"1-4"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	22	15956892	0.1
	"2016"	"2016"	"1-4 years"	"1-4"	"Unspecified Injury"	"GRINJ-020"	133	15956892	0.8
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Intestinal infections"	"GR113 001-003"	26	15956892	0.2
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Meningococcal infection"	"GR113-009"	4	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Septicemia"	"GR113-010"	70	15956892	0.4
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	97	15956892	0.6
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	377	15956892	2.4
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	49	15956892	0.3
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Anemias"	"GR113-045"	20	15956892	0.1
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Diabetes mellitus"	"GR113-046"	8	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	1	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Meningitis"	"GR113-050"	14	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	118	15956892	0.7
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	1	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	55	15956892	0.3
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Atherosclerosis"	"GR113-071"	1	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	4	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	3	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	103	15956892	0.6
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	18	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	51	15956892	0.3
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	6	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	99	15956892	0.6
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Diseases of appendix"	"GR113-091"	2	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Hernia"	"GR113-092"	5	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	3	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	1	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	15	15956892	Unreliable
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	60	15956892	0.4
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	433	15956892	2.7
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	265	15956892	1.7
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	465	15956892	2.9
	"2016"	"2016"	"1-4 years"	"1-4"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	11	15956892	Unreliable
"Total"	"2016"	"2016"	"1-4 years"	"1-4"			4045	15956892	25.3
	"2016"	"2016"	"5-14 years"	"5-14"	"Cut/Pierce"	"GRINJ-001"	29	41048032	0.1
	"2016"	"2016"	"5-14 years"	"5-14"	"Drowning"	"GRINJ-002"	257	41048032	0.6
	"2016"	"2016"	"5-14 years"	"5-14"	"Fall"	"GRINJ-003"	25	41048032	0.1
	"2016"	"2016"	"5-14 years"	"5-14"	"Fire/Flame"	"GRINJ-004"	159	41048032	0.4
	"2016"	"2016"	"5-14 years"	"5-14"	"Firearm"	"GRINJ-006"	377	41048032	0.9
	"2016"	"2016"	"5-14 years"	"5-14"	"Machinery"	"GRINJ-007"	3	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Motor Vehicle Traffic"	"GRINJ-008"	839	41048032	2.0
	"2016"	"2016"	"5-14 years"	"5-14"	"Other Pedal cyclist"	"GRINJ-009"	14	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Other Pedestrian"	"GRINJ-010"	28	41048032	0.1
	"2016"	"2016"	"5-14 years"	"5-14"	"Other land transport"	"GRINJ-011"	89	41048032	0.2
	"2016"	"2016"	"5-14 years"	"5-14"	"Other transport"	"GRINJ-012"	28	41048032	0.1
	"2016"	"2016"	"5-14 years"	"5-14"	"Natural/Environmental"	"GRINJ-013"	20	41048032	0.0
	"2016"	"2016"	"5-14 years"	"5-14"	"Poisoning"	"GRINJ-015"	83	41048032	0.2
	"2016"	"2016"	"5-14 years"	"5-14"	"Struck by or against"	"GRINJ-016"	20	41048032	0.0
	"2016"	"2016"	"5-14 years"	"5-14"	"Suffocation"	"GRINJ-017"	356	41048032	0.9
	"2016"	"2016"	"5-14 years"	"5-14"	"Other specified, classifiable Injury"	"GRINJ-018"	31	41048032	0.1
	"2016"	"2016"	"5-14 years"	"5-14"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	30	41048032	0.1
	"2016"	"2016"	"5-14 years"	"5-14"	"Unspecified Injury"	"GRINJ-020"	40	41048032	0.1
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Intestinal infections"	"GR113 001-003"	9	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Scarlet fever and erysipelas"	"GR113-008"	1	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Meningococcal infection"	"GR113-009"	2	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Septicemia"	"GR113-010"	71	41048032	0.2
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Viral hepatitis"	"GR113-015"	1	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	1	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	89	41048032	0.2
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	880	41048032	2.1
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	59	41048032	0.1
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Anemias"	"GR113-045"	24	41048032	0.1
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Diabetes mellitus"	"GR113-046"	26	41048032	0.1
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	4	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Meningitis"	"GR113-050"	13	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	188	41048032	0.5
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	4	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	88	41048032	0.2
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	7	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	6	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	87	41048032	0.2
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	3	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	143	41048032	0.3
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	7	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	69	41048032	0.2
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Peptic ulcer"	"GR113-090"	1	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Diseases of appendix"	"GR113-091"	9	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Hernia"	"GR113-092"	2	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	1	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	2	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	15	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Infections of kidney"	"GR113-102"	2	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	3	41048032	Unreliable
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	26	41048032	0.1
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	349	41048032	0.9
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	103	41048032	0.3
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	757	41048032	1.8
	"2016"	"2016"	"5-14 years"	"5-14"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	23	41048032	0.1
"Total"	"2016"	"2016"	"5-14 years"	"5-14"			5503	41048032	13.4
	"2016"	"2016"	"15-24 years"	"15-24"	"Cut/Pierce"	"GRINJ-001"	401	43511027	0.9
	"2016"	"2016"	"15-24 years"	"15-24"	"Drowning"	"GRINJ-002"	641	43511027	1.5
	"2016"	"2016"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	406	43511027	0.9
	"2016"	"2016"	"15-24 years"	"15-24"	"Fire/Flame"	"GRINJ-004"	129	43511027	0.3
	"2016"	"2016"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	7503	43511027	17.2
	"2016"	"2016"	"15-24 years"	"15-24"	"Machinery"	"GRINJ-007"	32	43511027	0.1
	"2016"	"2016"	"15-24 years"	"15-24"	"Motor Vehicle Traffic"	"GRINJ-008"	7037	43511027	16.2
	"2016"	"2016"	"15-24 years"	"15-24"	"Other Pedal cyclist"	"GRINJ-009"	18	43511027	Unreliable
	"2016"	"2016"	"15-24 years"	"15-24"	"Other Pedestrian"	"GRINJ-010"	111	43511027	0.3
	"2016"	"2016"	"15-24 years"	"15-24"	"Other land transport"	"GRINJ-011"	234	43511027	0.5
	"2016"	"2016"	"15-24 years"	"15-24"	"Other transport"	"GRINJ-012"	96	43511027	0.2
	"2016"	"2016"	"15-24 years"	"15-24"	"Natural/Environmental"	"GRINJ-013"	76	43511027	0.2
	"2016"	"2016"	"15-24 years"	"15-24"	"Overexertion"	"GRINJ-014"	1	43511027	Unreliable
	"2016"	"2016"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	5729	43511027	13.2
	"2016"	"2016"	"15-24 years"	"15-24"	"Struck by or against"	"GRINJ-016"	61	43511027	0.1
	"2016"	"2016"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	2299	43511027	5.3
	"2016"	"2016"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	220	43511027	0.5
	"2016"	"2016"	"15-24 years"	"15-24"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	102	43511027	0.2
	"2016"	"2016"	"15-24 years"	"15-24"	"Unspecified Injury"	"GRINJ-020"	271	43511027	0.6
	"2016"	"2016"	"15-24 years"	"15-24"	"Non-Injury: Intestinal infections"	"GR113 001-003"	12	43511027	Unreliable
	"2016"	"2016"	"15-24 years"	"15-24"	"Non-Injury: Tuberculosis"	"GR113 005-006"	4	43511027	Unreliable
	"2016"	"2016"	"15-24 years"	"15-24"	"Non-Injury: Meningococcal infection"	"GR113-009"	2	43511027	Unreliable
	"2016"	"2016"	"15-24 years"	"15-24"	"Non-Injury: Septicemia"	"GR113-010"	143	43511027	0.3
	"2016"	"2016"	"15-24 years"	"15-24"	"Non-Injury: Viral hepatitis"	"GR113-015"	2	43511027	Unreliable
	"2016"	"2016"	"15-24 years"	"15-24"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	68	43511027	0.2
	"2016"	"2016"	"15-24 years"	"15-24"	"Non-Injury: Malaria"	"GR113-017"	1	43511027	Unreliable
	"2016"	"2016"	"15-24 years"	"15-24"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	90	43511027	0.2
	"2016"	"2016"	"15-24 years"	"15-24"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	1431	43511027	3.3
	"2016"	"2016"	"15-24 years"	"15-24"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	70	43511027	0.2
	"2016"	"2016"	"15-24 years"	"15-24"	"Non-Injury: Anemias"	"GR113-045"	78	43511027	0.2
	"2016"	"2016"	"15-24 years"	"15-24"	"Non-Injury: Diabetes mellitus"	"GR113-046"	211	43511027	0.5
	"2016"	"2016"	"15-24 years"	"15-24"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	9	43511027	Unreliable
	"2016"	"2016"	"15-24 years"	"15-24"	"Non-Injury: Meningitis"	"GR113-050"	13	43511027	Unreliable
